sale_id,sale_date,sale_price_sar,discount_pct,payment_method,bank_name,buyer_city,unit_id,unit_no,unit_type,bedrooms,bathrooms,area_sqm,floor,view,parking_spaces,list_price_sar,project_id,project_name,city
356,2025-05-21,2156000.0,0.37,bank_financing,Al Rajhi Bank,Jeddah,CST0410,CST-11410,apartment,4,3,190.0,11,garden,2,2038000.0,CST,Coast Towers,Jeddah
812,2025-05-21,1079000.0,0.0,bank_financing,Bank AlBilad,Riyadh,YSM0489,YSM-03489,apartment,3,2,175.0,3,garden,2,1037000.0,YSM,Yasmin Suburb,Riyadh
818,2025-05-21,761000.0,1.17,bank_financing,Riyad Bank,Jeddah,YSM0361,YSM-02361,apartment,2,1,115.0,2,city,1,740000.0,YSM,Yasmin Suburb,Riyadh
354,2025-05-22,3091000.0,3.1,cash,,Jeddah,CST0035,CST-01035,duplex,4,4,250.0,1,park,2,3004000.0,CST,Coast Towers,Jeddah
810,2025-05-22,2208000.0,3.15,bank_financing,Al Rajhi Bank,Riyadh,YSM0295,YSM-295,townhouse,5,4,310.0,,city,2,2191000.0,YSM,Yasmin Suburb,Riyadh
809,2025-05-23,670000.0,2.09,bank_financing,Banque Saudi Fransi,Riyadh,YSM0338,YSM-18338,apartment,2,1,100.0,18,garden,1,658000.0,YSM,Yasmin Suburb,Riyadh
1257,2025-05-23,1812000.0,0.32,bank_financing,Al Rajhi Bank,Madinah,AQQ0201,AQQ-201,villa,4,4,325.0,,garden,2,1809000.0,AQQ,Wadi Al Aqiq,Madinah
1264,2025-05-23,2706000.0,2.54,bank_financing,Bank AlBilad,Madinah,AQQ0075,AQQ-075,villa,5,5,480.0,,city,2,2763000.0,AQQ,Wadi Al Aqiq,Madinah
1265,2025-05-23,1997000.0,2.48,bank_financing,Saudi National Bank,Madinah,AQQ0100,AQQ-100,villa,4,4,375.0,,park,2,2037000.0,AQQ,Wadi Al Aqiq,Madinah
1080,2025-05-24,3120000.0,0.0,cash,,Riyadh,KHM0134,KHM-04134,duplex,5,5,350.0,4,city,2,3058000.0,KHM,Khobar Marina,Al Khobar
1267,2025-05-24,2108000.0,0.0,bank_financing,Riyad Bank,Madinah,AQQ0158,AQQ-158,villa,5,5,355.0,,park,2,2098000.0,AQQ,Wadi Al Aqiq,Madinah
580,2025-05-25,2029000.0,1.98,cash,,Dammam,RWB0156,RWB-02156,duplex,4,4,345.0,2,park,2,1873000.0,RWB,Al Rawabi District,Dammam
1087,2025-05-25,1890000.0,3.48,bank_financing,Bank AlBilad,Al Khobar,KHM0230,KHM-19230,apartment,4,3,210.0,19,city,2,1919000.0,KHM,Khobar Marina,Al Khobar
1258,2025-05-25,2054000.0,1.38,cash,,Riyadh,AQQ0085,AQQ-085,villa,5,5,400.0,,street,2,2072000.0,AQQ,Wadi Al Aqiq,Madinah
1270,2025-05-25,2266000.0,4.08,bank_financing,Bank AlBilad,Madinah,AQQ0035,AQQ-035,villa,6,6,435.0,,city,2,2351000.0,AQQ,Wadi Al Aqiq,Madinah
816,2025-05-27,1586000.0,0.0,bank_financing,Al Rajhi Bank,Dammam,YSM0083,YSM-083,townhouse,3,2,230.0,,garden,2,1524000.0,YSM,Yasmin Suburb,Riyadh
1274,2025-06-01,1607000.0,2.05,bank_financing,Saudi National Bank,Madinah,AQQ0191,AQQ-191,townhouse,4,3,305.0,,garden,2,1624000.0,AQQ,Wadi Al Aqiq,Madinah
358,2025-06-02,2312000.0,0.0,bank_financing,Bank AlBilad,Jeddah,CST0305,CST-11305,apartment,4,3,195.0,11,garden,2,2167000.0,CST,Coast Towers,Jeddah
139,2025-06-03,1970000.0,0.0,cash,,Dammam,NRJ0194,NRJ-194,townhouse,4,3,260.0,,park,2,1819000.0,NRJ,Narjis Oasis,Riyadh
138,2025-06-05,2023000.0,2.72,bank_financing,Saudi National Bank,Riyadh,NRJ0248,NRJ-248,townhouse,4,3,275.0,,city,2,1920000.0,NRJ,Narjis Oasis,Riyadh
363,2025-06-05,4097000.0,0.37,bank_financing,Banque Saudi Fransi,Riyadh,CST0385,CST-24385,duplex,4,4,305.0,24,street,2,3854000.0,CST,Coast Towers,Jeddah
1275,2025-06-05,2385000.0,2.08,bank_financing,Saudi National Bank,Dammam,AQQ0212,AQQ-212,villa,5,5,460.0,,street,2,2412000.0,AQQ,Wadi Al Aqiq,Madinah
1280,2025-06-06,1820000.0,1.58,cash,,Dammam,AQQ0175,AQQ-175,villa,5,5,335.0,,city,2,1831000.0,AQQ,Wadi Al Aqiq,Madinah
362,2025-06-07,2783000.0,5.43,bank_financing,Bank AlBilad,Jeddah,CST0339,CST-13339,duplex,5,5,250.0,13,street,2,2758000.0,CST,Coast Towers,Jeddah
823,2025-06-07,1213000.0,3.7,bank_financing,Banque Saudi Fransi,Riyadh,YSM0159,YSM-17159,apartment,3,2,180.0,17,park,2,1204000.0,YSM,Yasmin Suburb,Riyadh
1281,2025-06-07,1237000.0,3.33,cash,,Madinah,AQQ0228,AQQ-228,townhouse,4,3,270.0,,street,2,1267000.0,AQQ,Wadi Al Aqiq,Madinah
361,2025-06-09,1350000.0,1.06,bank_financing,Saudi National Bank,Jeddah,CST0203,CST-10203,apartment,3,2,120.0,10,city,1,1279000.0,CST,Coast Towers,Jeddah
582,2025-06-10,2131000.0,1.99,bank_financing,Banque Saudi Fransi,Jeddah,RWB0237,RWB-06237,duplex,5,5,355.0,6,garden,2,1958000.0,RWB,Al Rawabi District,Dammam
828,2025-06-10,1776000.0,3.01,cash,,Dammam,YSM0243,YSM-243,townhouse,4,3,255.0,,park,2,1751000.0,YSM,Yasmin Suburb,Riyadh
1096,2025-06-10,3262000.0,0.31,bank_financing,Al Rajhi Bank,Al Khobar,KHM0141,KHM-22141,duplex,4,4,255.0,22,sea,2,3192000.0,KHM,Khobar Marina,Al Khobar
583,2025-06-12,1868000.0,1.75,cash,,Dammam,RWB0168,RWB-15168,duplex,5,5,305.0,15,garden,2,1712000.0,RWB,Al Rawabi District,Dammam
1271,2025-06-12,2254000.0,0.0,bank_financing,Saudi National Bank,Riyadh,AQQ0029,AQQ-029,villa,5,5,400.0,,garden,2,2232000.0,AQQ,Wadi Al Aqiq,Madinah
359,2025-06-13,3598000.0,1.61,bank_financing,Saudi National Bank,Jeddah,CST0307,CST-04307,duplex,4,4,290.0,4,garden,2,3427000.0,CST,Coast Towers,Jeddah
820,2025-06-14,729000.0,1.56,bank_financing,Al Rajhi Bank,Riyadh,YSM0029,YSM-21029,apartment,2,1,105.0,21,street,1,708000.0,YSM,Yasmin Suburb,Riyadh
1276,2025-06-14,1530000.0,1.16,bank_financing,Riyad Bank,Madinah,AQQ0088,AQQ-088,townhouse,5,4,320.0,,garden,2,1533000.0,AQQ,Wadi Al Aqiq,Madinah
826,2025-06-15,852000.0,1.8,bank_financing,Banque Saudi Fransi,Jeddah,YSM0481,YSM-12481,apartment,3,2,130.0,12,garden,1,830000.0,YSM,Yasmin Suburb,Riyadh
1092,2025-06-16,1267000.0,0.22,bank_financing,Bank AlBilad,Dammam,KHM0281,KHM-09281,apartment,2,1,125.0,9,sea,1,1239000.0,KHM,Khobar Marina,Al Khobar
1273,2025-06-16,1222000.0,0.0,bank_financing,Riyad Bank,Madinah,AQQ0160,AQQ-160,townhouse,3,2,255.0,,street,2,1210000.0,AQQ,Wadi Al Aqiq,Madinah
137,2025-06-17,3989000.0,0.82,bank_financing,Bank AlBilad,Riyadh,NRJ0019,NRJ-019,villa,5,5,485.0,,garden,2,3714000.0,NRJ,Narjis Oasis,Riyadh
357,2025-06-17,1503000.0,3.93,bank_financing,Riyad Bank,Jeddah,CST0110,CST-12110,apartment,3,2,130.0,12,garden,1,1466000.0,CST,Coast Towers,Jeddah
360,2025-06-17,1236000.0,1.73,cash,,Dammam,CST0213,CST-22213,apartment,2,1,100.0,22,park,1,1179000.0,CST,Coast Towers,Jeddah
1089,2025-06-17,1432000.0,3.2,bank_financing,Riyad Bank,Jeddah,KHM0136,KHM-13136,apartment,3,2,145.0,13,garden,1,1443000.0,KHM,Khobar Marina,Al Khobar
1272,2025-06-17,1468000.0,1.37,cash,,Madinah,AQQ0242,AQQ-242,townhouse,4,3,280.0,,garden,2,1474000.0,AQQ,Wadi Al Aqiq,Madinah
1091,2025-06-18,1387000.0,2.77,cash,,Jeddah,KHM0105,KHM-08105,apartment,2,1,160.0,8,street,2,1391000.0,KHM,Khobar Marina,Al Khobar
822,2025-06-19,1837000.0,1.42,bank_financing,Saudi National Bank,Riyadh,YSM0120,YSM-120,townhouse,5,4,245.0,,park,2,1782000.0,YSM,Yasmin Suburb,Riyadh
1094,2025-06-19,956000.0,3.34,bank_financing,Riyad Bank,Jeddah,KHM0046,KHM-02046,apartment,2,1,105.0,2,street,1,965000.0,KHM,Khobar Marina,Al Khobar
1277,2025-06-19,2376000.0,0.88,bank_financing,Riyad Bank,Dammam,AQQ0237,AQQ-237,villa,4,4,400.0,,city,2,2373000.0,AQQ,Wadi Al Aqiq,Madinah
827,2025-06-20,1845000.0,0.0,bank_financing,Riyad Bank,Riyadh,YSM0066,YSM-066,townhouse,4,3,245.0,,street,2,1764000.0,YSM,Yasmin Suburb,Riyadh
1093,2025-06-20,2984000.0,3.49,bank_financing,Bank AlBilad,Riyadh,KHM0093,KHM-09093,duplex,5,5,325.0,9,city,2,3016000.0,KHM,Khobar Marina,Al Khobar
1278,2025-06-20,1954000.0,4.42,bank_financing,Banque Saudi Fransi,Jeddah,AQQ0264,AQQ-264,villa,4,4,370.0,,city,2,2024000.0,AQQ,Wadi Al Aqiq,Madinah
1279,2025-06-20,2383000.0,2.04,bank_financing,Saudi National Bank,Madinah,AQQ0036,AQQ-036,villa,5,5,410.0,,street,2,2408000.0,AQQ,Wadi Al Aqiq,Madinah
1095,2025-06-21,2886000.0,1.81,bank_financing,Riyad Bank,Riyadh,KHM0083,KHM-04083,duplex,5,5,260.0,4,sea,2,2867000.0,KHM,Khobar Marina,Al Khobar
825,2025-06-22,1747000.0,1.24,cash,,Jeddah,YSM0429,YSM-429,townhouse,4,3,245.0,,garden,2,1691000.0,YSM,Yasmin Suburb,Riyadh
584,2025-06-24,1915000.0,1.88,bank_financing,Bank AlBilad,Dammam,RWB0194,RWB-16194,duplex,5,5,335.0,16,street,2,1758000.0,RWB,Al Rawabi District,Dammam
1097,2025-06-24,1645000.0,1.5,bank_financing,Saudi National Bank,Dammam,KHM0127,KHM-23127,apartment,3,2,170.0,23,garden,2,1629000.0,KHM,Khobar Marina,Al Khobar
1090,2025-06-25,1749000.0,2.54,cash,,Al Khobar,KHM0119,KHM-20119,apartment,3,2,160.0,20,sea,2,1750000.0,KHM,Khobar Marina,Al Khobar
821,2025-06-27,1761000.0,3.02,bank_financing,Bank AlBilad,Riyadh,YSM0114,YSM-114,townhouse,4,3,245.0,,park,2,1736000.0,YSM,Yasmin Suburb,Riyadh
824,2025-06-27,2175000.0,1.52,cash,,Riyadh,YSM0095,YSM-095,townhouse,4,3,305.0,,garden,2,2112000.0,YSM,Yasmin Suburb,Riyadh
140,2025-07-01,3959000.0,0.36,bank_financing,Banque Saudi Fransi,Riyadh,NRJ0242,NRJ-242,villa,5,5,490.0,,garden,2,3650000.0,NRJ,Narjis Oasis,Riyadh
832,2025-07-01,1329000.0,1.74,bank_financing,Bank AlBilad,Dammam,YSM0518,YSM-06518,apartment,4,3,195.0,6,street,2,1287000.0,YSM,Yasmin Suburb,Riyadh
839,2025-07-02,1278000.0,0.35,bank_financing,Al Rajhi Bank,Riyadh,YSM0300,YSM-06300,apartment,3,2,180.0,6,city,2,1220000.0,YSM,Yasmin Suburb,Riyadh
586,2025-07-03,2647000.0,3.25,cash,,Jeddah,RWB0160,RWB-160,villa,6,6,450.0,,city,2,2452000.0,RWB,Al Rawabi District,Dammam
365,2025-07-04,1418000.0,2.73,bank_financing,Saudi National Bank,Dammam,CST0394,CST-20394,apartment,3,2,130.0,20,street,1,1359000.0,CST,Coast Towers,Jeddah
1282,2025-07-04,1163000.0,2.82,cash,,Dammam,AQQ0180,AQQ-180,townhouse,3,2,225.0,,street,2,1179000.0,AQQ,Wadi Al Aqiq,Madinah
1290,2025-07-04,1427000.0,0.81,cash,,Madinah,AQQ0005,AQQ-005,townhouse,5,4,280.0,,city,2,1417000.0,AQQ,Wadi Al Aqiq,Madinah
143,2025-07-05,3810000.0,3.66,bank_financing,Saudi National Bank,Jeddah,NRJ0197,NRJ-197,villa,6,6,470.0,,street,2,3633000.0,NRJ,Narjis Oasis,Riyadh
1103,2025-07-05,1270000.0,1.54,bank_financing,Bank AlBilad,Dammam,KHM0131,KHM-05131,apartment,2,1,125.0,5,sea,1,1252000.0,KHM,Khobar Marina,Al Khobar
1284,2025-07-05,2327000.0,3.26,bank_financing,Saudi National Bank,Madinah,AQQ0276,AQQ-276,villa,5,5,420.0,,street,2,2370000.0,AQQ,Wadi Al Aqiq,Madinah
142,2025-07-06,3617000.0,1.18,bank_financing,Bank AlBilad,Riyadh,NRJ0178,NRJ-178,villa,6,6,460.0,,city,2,3363000.0,NRJ,Narjis Oasis,Riyadh
585,2025-07-06,2880000.0,1.21,bank_financing,Banque Saudi Fransi,Dammam,RWB0054,RWB-054,villa,5,5,440.0,,park,2,2612000.0,RWB,Al Rawabi District,Dammam
1287,2025-07-06,1292000.0,1.44,bank_financing,Bank AlBilad,Jeddah,AQQ0126,AQQ-126,townhouse,3,2,250.0,,street,2,1291000.0,AQQ,Wadi Al Aqiq,Madinah
1288,2025-07-07,2295000.0,2.39,cash,,Jeddah,AQQ0156,AQQ-156,villa,5,5,455.0,,street,2,2316000.0,AQQ,Wadi Al Aqiq,Madinah
141,2025-07-08,3494000.0,0.0,bank_financing,Saudi National Bank,Riyadh,NRJ0285,NRJ-285,villa,5,5,430.0,,street,2,3210000.0,NRJ,Narjis Oasis,Riyadh
834,2025-07-08,1522000.0,0.0,cash,,Jeddah,YSM0418,YSM-418,townhouse,3,2,220.0,,city,2,1448000.0,YSM,Yasmin Suburb,Riyadh
587,2025-07-10,2708000.0,3.12,bank_financing,Banque Saudi Fransi,Dammam,RWB0157,RWB-157,villa,6,6,460.0,,street,2,2505000.0,RWB,Al Rawabi District,Dammam
831,2025-07-10,1379000.0,1.62,bank_financing,Saudi National Bank,Riyadh,YSM0402,YSM-18402,apartment,4,3,185.0,18,park,2,1333000.0,YSM,Yasmin Suburb,Riyadh
1099,2025-07-10,1007000.0,5.02,bank_financing,Riyad Bank,Dammam,KHM0295,KHM-07295,apartment,2,1,115.0,7,street,1,1029000.0,KHM,Khobar Marina,Al Khobar
1289,2025-07-10,2579000.0,2.12,cash,,Madinah,AQQ0030,AQQ-030,villa,5,5,485.0,,street,2,2596000.0,AQQ,Wadi Al Aqiq,Madinah
837,2025-07-12,972000.0,4.03,cash,,Dammam,YSM0161,YSM-13161,apartment,4,3,140.0,13,park,1,964000.0,YSM,Yasmin Suburb,Riyadh
1098,2025-07-12,1138000.0,2.22,bank_financing,Riyad Bank,Al Khobar,KHM0258,KHM-02258,apartment,4,3,120.0,2,garden,1,1130000.0,KHM,Khobar Marina,Al Khobar
1104,2025-07-12,1877000.0,0.0,bank_financing,Al Rajhi Bank,Dammam,KHM0154,KHM-08154,apartment,3,2,185.0,8,sea,2,1822000.0,KHM,Khobar Marina,Al Khobar
1286,2025-07-12,1509000.0,2.41,cash,,Riyadh,AQQ0195,AQQ-195,townhouse,4,3,300.0,,city,2,1523000.0,AQQ,Wadi Al Aqiq,Madinah
1283,2025-07-14,1798000.0,1.98,bank_financing,Banque Saudi Fransi,Dammam,AQQ0189,AQQ-189,villa,4,4,320.0,,garden,2,1807000.0,AQQ,Wadi Al Aqiq,Madinah
368,2025-07-15,4246000.0,1.7,bank_financing,Saudi National Bank,Jeddah,CST0137,CST-10137,duplex,5,5,340.0,10,street,2,4028000.0,CST,Coast Towers,Jeddah
835,2025-07-15,1084000.0,3.96,bank_financing,Riyad Bank,Riyadh,YSM0256,YSM-10256,apartment,4,3,180.0,10,city,2,1074000.0,YSM,Yasmin Suburb,Riyadh
830,2025-07-18,1495000.0,3.19,bank_financing,Saudi National Bank,Riyadh,YSM0423,YSM-423,townhouse,4,3,255.0,,street,2,1469000.0,YSM,Yasmin Suburb,Riyadh
1285,2025-07-18,1341000.0,2.52,bank_financing,Al Rajhi Bank,Madinah,AQQ0148,AQQ-148,townhouse,4,3,265.0,,city,2,1355000.0,AQQ,Wadi Al Aqiq,Madinah
367,2025-07-19,3614000.0,0.0,cash,,Jeddah,CST0106,CST-20106,duplex,4,4,260.0,20,city,2,3370000.0,CST,Coast Towers,Jeddah
833,2025-07-19,1625000.0,2.82,bank_financing,Saudi National Bank,Dammam,YSM0319,YSM-319,townhouse,3,2,245.0,,city,2,1591000.0,YSM,Yasmin Suburb,Riyadh
836,2025-07-19,2299000.0,0.0,cash,,Riyadh,YSM0049,YSM-049,townhouse,5,4,310.0,,city,2,2187000.0,YSM,Yasmin Suburb,Riyadh
1291,2025-07-19,1529000.0,3.85,bank_financing,Bank AlBilad,Madinah,AQQ0233,AQQ-233,townhouse,5,4,315.0,,street,2,1567000.0,AQQ,Wadi Al Aqiq,Madinah
838,2025-07-20,1673000.0,2.7,cash,,Jeddah,YSM0318,YSM-318,townhouse,3,2,255.0,,city,2,1636000.0,YSM,Yasmin Suburb,Riyadh
1100,2025-07-21,1568000.0,2.01,bank_financing,Banque Saudi Fransi,Al Khobar,KHM0146,KHM-15146,apartment,4,3,185.0,15,street,2,1553000.0,KHM,Khobar Marina,Al Khobar
1102,2025-07-22,1403000.0,4.74,bank_financing,Riyad Bank,Jeddah,KHM0133,KHM-09133,apartment,3,2,155.0,9,garden,2,1429000.0,KHM,Khobar Marina,Al Khobar
366,2025-07-23,1182000.0,1.92,cash,,Riyadh,CST0066,CST-19066,apartment,2,1,100.0,19,garden,1,1124000.0,CST,Coast Towers,Jeddah
829,2025-07-23,1541000.0,1.15,bank_financing,Banque Saudi Fransi,Dammam,YSM0119,YSM-119,townhouse,3,2,225.0,,park,2,1483000.0,YSM,Yasmin Suburb,Riyadh
364,2025-07-24,1160000.0,1.12,cash,,Jeddah,CST0045,CST-12045,apartment,2,1,100.0,12,street,1,1094000.0,CST,Coast Towers,Jeddah
1101,2025-07-26,3877000.0,1.3,bank_financing,Saudi National Bank,Dammam,KHM0008,KHM-19008,duplex,5,5,340.0,19,sea,2,3812000.0,KHM,Khobar Marina,Al Khobar
147,2025-08-01,1858000.0,5.86,cash,,Riyadh,NRJ0289,NRJ-289,townhouse,4,3,260.0,,city,2,1804000.0,NRJ,Narjis Oasis,Riyadh
146,2025-08-02,3929000.0,3.8,bank_financing,Al Rajhi Bank,Jeddah,NRJ0156,NRJ-156,villa,6,6,475.0,,street,2,3734000.0,NRJ,Narjis Oasis,Riyadh
848,2025-08-02,931000.0,0.68,bank_financing,Saudi National Bank,Riyadh,YSM0364,YSM-11364,apartment,3,2,130.0,11,park,1,887000.0,YSM,Yasmin Suburb,Riyadh
148,2025-08-03,2603000.0,1.54,bank_financing,Riyad Bank,Dammam,NRJ0115,NRJ-115,villa,4,4,350.0,,garden,2,2417000.0,NRJ,Narjis Oasis,Riyadh
849,2025-08-03,2012000.0,2.15,bank_financing,Bank AlBilad,Jeddah,YSM0052,YSM-052,townhouse,4,3,285.0,,street,2,1946000.0,YSM,Yasmin Suburb,Riyadh
850,2025-08-03,1267000.0,1.49,bank_financing,Bank AlBilad,Riyadh,YSM0097,YSM-14097,apartment,4,3,185.0,14,park,2,1217000.0,YSM,Yasmin Suburb,Riyadh
1109,2025-08-03,1682000.0,1.64,bank_financing,Riyad Bank,Al Khobar,KHM0104,KHM-12104,apartment,3,2,180.0,12,garden,2,1651000.0,KHM,Khobar Marina,Al Khobar
1299,2025-08-03,1251000.0,2.05,cash,,Jeddah,AQQ0078,AQQ-078,townhouse,4,3,245.0,,street,2,1252000.0,AQQ,Wadi Al Aqiq,Madinah
851,2025-08-04,1077000.0,1.57,bank_financing,Bank AlBilad,Jeddah,YSM0362,YSM-21362,apartment,3,2,160.0,21,street,2,1036000.0,YSM,Yasmin Suburb,Riyadh
1112,2025-08-04,1339000.0,2.41,bank_financing,Saudi National Bank,Riyadh,KHM0193,KHM-09193,apartment,4,3,155.0,9,park,2,1325000.0,KHM,Khobar Marina,Al Khobar
1300,2025-08-04,1654000.0,2.08,cash,,Jeddah,AQQ0263,AQQ-263,townhouse,5,4,320.0,,garden,2,1656000.0,AQQ,Wadi Al Aqiq,Madinah
846,2025-08-05,901000.0,2.06,bank_financing,Bank AlBilad,Dammam,YSM0508,YSM-02508,apartment,3,2,140.0,2,park,1,871000.0,YSM,Yasmin Suburb,Riyadh
843,2025-08-06,1424000.0,2.33,bank_financing,Saudi National Bank,Dammam,YSM0292,YSM-08292,apartment,4,3,210.0,8,city,2,1380000.0,YSM,Yasmin Suburb,Riyadh
1296,2025-08-06,2629000.0,3.52,bank_financing,Bank AlBilad,Riyadh,AQQ0028,AQQ-028,villa,5,5,450.0,,street,2,2671000.0,AQQ,Wadi Al Aqiq,Madinah
372,2025-08-07,1619000.0,0.54,bank_financing,Banque Saudi Fransi,Jeddah,CST0274,CST-05274,apartment,3,2,150.0,5,garden,2,1510000.0,CST,Coast Towers,Jeddah
374,2025-08-08,2154000.0,1.28,bank_financing,Bank AlBilad,Jeddah,CST0181,CST-10181,apartment,4,3,180.0,10,city,2,2025000.0,CST,Coast Towers,Jeddah
841,2025-08-09,1333000.0,1.81,cash,,Dammam,YSM0173,YSM-08173,apartment,4,3,190.0,8,park,2,1285000.0,YSM,Yasmin Suburb,Riyadh
590,2025-08-10,1729000.0,0.0,bank_financing,Bank AlBilad,Riyadh,RWB0163,RWB-19163,duplex,5,5,270.0,19,street,2,1542000.0,RWB,Al Rawabi District,Dammam
845,2025-08-11,1073000.0,1.01,bank_financing,Banque Saudi Fransi,Riyadh,YSM0195,YSM-06195,apartment,3,2,175.0,6,street,2,1026000.0,YSM,Yasmin Suburb,Riyadh
144,2025-08-12,1543000.0,2.54,cash,,Riyadh,NRJ0014,NRJ-014,townhouse,3,2,230.0,,street,2,1447000.0,NRJ,Narjis Oasis,Riyadh
1110,2025-08-12,3357000.0,2.95,bank_financing,Riyad Bank,Dammam,KHM0049,KHM-15049,duplex,5,5,320.0,15,park,2,3341000.0,KHM,Khobar Marina,Al Khobar
1111,2025-08-12,892000.0,0.48,bank_financing,Riyad Bank,Al Khobar,KHM0277,KHM-01277,apartment,2,1,105.0,1,street,1,866000.0,KHM,Khobar Marina,Al Khobar
852,2025-08-14,1371000.0,0.27,bank_financing,Saudi National Bank,Riyadh,YSM0467,YSM-22467,apartment,4,3,190.0,22,street,2,1301000.0,YSM,Yasmin Suburb,Riyadh
589,2025-08-15,1514000.0,0.0,bank_financing,Saudi National Bank,Riyadh,RWB0113,RWB-04113,duplex,4,4,255.0,4,garden,2,1350000.0,RWB,Al Rawabi District,Dammam
840,2025-08-15,2051000.0,1.05,cash,,Dammam,YSM0454,YSM-454,townhouse,5,4,290.0,,garden,2,1962000.0,YSM,Yasmin Suburb,Riyadh
145,2025-08-16,3459000.0,0.0,bank_financing,Riyad Bank,Jeddah,NRJ0032,NRJ-032,villa,6,6,415.0,,park,2,3162000.0,NRJ,Narjis Oasis,Riyadh
370,2025-08-16,4585000.0,3.91,bank_financing,Riyad Bank,Riyadh,CST0317,CST-12317,duplex,4,4,325.0,12,park,2,4428000.0,CST,Coast Towers,Jeddah
373,2025-08-16,4167000.0,4.22,bank_financing,Riyad Bank,Jeddah,CST0286,CST-15286,duplex,5,5,320.0,15,park,2,4037000.0,CST,Coast Towers,Jeddah
591,2025-08-16,2903000.0,3.44,bank_financing,Riyad Bank,Dammam,RWB0096,RWB-096,villa,6,6,500.0,,street,2,2681000.0,RWB,Al Rawabi District,Dammam
842,2025-08-17,1666000.0,5.56,bank_financing,Banque Saudi Fransi,Jeddah,YSM0188,YSM-188,townhouse,3,2,245.0,,garden,2,1670000.0,YSM,Yasmin Suburb,Riyadh
1105,2025-08-17,2910000.0,2.55,bank_financing,Bank AlBilad,Jeddah,KHM0060,KHM-19060,duplex,4,4,275.0,19,street,2,2884000.0,KHM,Khobar Marina,Al Khobar
1107,2025-08-18,3327000.0,0.0,bank_financing,Banque Saudi Fransi,Dammam,KHM0167,KHM-19167,duplex,4,4,300.0,19,city,2,3213000.0,KHM,Khobar Marina,Al Khobar
369,2025-08-20,1228000.0,0.46,bank_financing,Al Rajhi Bank,Jeddah,CST0273,CST-24273,apartment,2,1,110.0,24,street,1,1145000.0,CST,Coast Towers,Jeddah
844,2025-08-21,1285000.0,1.49,bank_financing,Banque Saudi Fransi,Dammam,YSM0259,YSM-04259,apartment,4,3,205.0,4,street,2,1235000.0,YSM,Yasmin Suburb,Riyadh
1106,2025-08-21,2914000.0,2.42,bank_financing,Bank AlBilad,Jeddah,KHM0032,KHM-12032,duplex,5,5,290.0,12,street,2,2884000.0,KHM,Khobar Marina,Al Khobar
1298,2025-08-21,1288000.0,4.03,bank_financing,Al Rajhi Bank,Madinah,AQQ0261,AQQ-261,townhouse,3,2,250.0,,city,2,1316000.0,AQQ,Wadi Al Aqiq,Madinah
371,2025-08-22,1272000.0,2.84,bank_financing,Bank AlBilad,Riyadh,CST0276,CST-17276,apartment,2,1,100.0,17,sea,1,1215000.0,CST,Coast Towers,Jeddah
1292,2025-08-22,1408000.0,1.33,bank_financing,Saudi National Bank,Madinah,AQQ0172,AQQ-172,townhouse,3,2,275.0,,garden,2,1399000.0,AQQ,Wadi Al Aqiq,Madinah
1294,2025-08-22,1234000.0,0.97,bank_financing,Riyad Bank,Jeddah,AQQ0165,AQQ-165,townhouse,3,2,230.0,,garden,2,1221000.0,AQQ,Wadi Al Aqiq,Madinah
1295,2025-08-22,2141000.0,3.02,bank_financing,Bank AlBilad,Madinah,AQQ0070,AQQ-070,villa,4,4,400.0,,garden,2,2164000.0,AQQ,Wadi Al Aqiq,Madinah
853,2025-08-23,1864000.0,1.23,bank_financing,Bank AlBilad,Dammam,YSM0468,YSM-468,townhouse,5,4,290.0,,city,2,1787000.0,YSM,Yasmin Suburb,Riyadh
588,2025-08-24,2506000.0,0.75,bank_financing,Riyad Bank,Jeddah,RWB0189,RWB-189,villa,5,5,410.0,,park,2,2251000.0,RWB,Al Rawabi District,Dammam
1293,2025-08-26,1561000.0,1.75,cash,,Jeddah,AQQ0207,AQQ-207,townhouse,5,4,315.0,,street,2,1557000.0,AQQ,Wadi Al Aqiq,Madinah
847,2025-08-27,1850000.0,0.53,bank_financing,Saudi National Bank,Riyadh,YSM0158,YSM-158,townhouse,4,3,275.0,,park,2,1761000.0,YSM,Yasmin Suburb,Riyadh
1108,2025-08-27,1992000.0,0.0,bank_financing,Al Rajhi Bank,Dammam,KHM0221,KHM-15221,apartment,4,3,205.0,15,park,2,1924000.0,KHM,Khobar Marina,Al Khobar
1297,2025-08-27,1218000.0,1.96,bank_financing,Riyad Bank,Madinah,AQQ0247,AQQ-247,townhouse,3,2,235.0,,street,2,1218000.0,AQQ,Wadi Al Aqiq,Madinah
1113,2025-09-01,1908000.0,1.73,cash,,Dammam,KHM0198,KHM-11198,apartment,4,3,195.0,11,garden,2,1866000.0,KHM,Khobar Marina,Al Khobar
379,2025-09-02,4221000.0,0.52,bank_financing,Riyad Bank,Riyadh,CST0195,CST-06195,duplex,5,5,300.0,6,sea,2,3918000.0,CST,Coast Towers,Jeddah
1309,2025-09-02,2573000.0,1.04,bank_financing,Bank AlBilad,Jeddah,AQQ0038,AQQ-038,villa,5,5,465.0,,garden,2,2536000.0,AQQ,Wadi Al Aqiq,Madinah
